"quantity","method","est_coverage","ci_width","bias","variance","MSE","mu","sigma","efficiency","alpha","ci_target_coverage","n_draws","asymmetry"
"HPD_L","Batches",0.99,1.24140912037348,0.127282232098216,0.0205954296695451,0.03675500541811,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_L","Doss",0.76,0.41493307302378,0.021696306789375,0.0299518584687784,0.0303626844801395,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_L","Doss_Opt",0.76,0.416374294967118,0.0433833336723018,0.028220476450549,0.0300461491381701,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_L","Doss_SBM",0.72,0.374981529704111,0.021696306789375,0.0299518584687784,0.0303626844801395,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_L","Gamma_mixture",0.784,0.266152469898157,0.0323034289012022,0.00993581602543779,0.0109594559121619,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_L","Gaussian_mixture",0.804,0.282843899096598,0.00140142989125126,0.0125200175537874,0.01249694152442,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_L","Meeker",0.572,0.267638872895367,0.021460391934906,0.0299331745884306,0.0303338566612535,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_L","SPIn",0.564,0.271114595187841,0.013732552093501,0.0308123846411739,0.0309393428588922,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_L","Stan",0.812,0.47730984871258,0.021460391934906,0.0299331745884306,0.0303338566612535,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_U","Batches",0.994,2.25294181288459,-0.108065744544951,0.0643296025297637,0.0758791484687587,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_U","Doss",0.9,0.940263245126801,-0.0254970704949532,0.0728564426045885,0.0733608303232039,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_U","Doss_Opt",0.918,0.94529593636543,0.00793718850479789,0.0770551428617662,0.0769640315374034,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_U","Doss_SBM",0.88,0.883999777291712,-0.0254970704949532,0.0728564426045885,0.0733608303232039,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_U","Gamma_mixture",0.658,0.468061615612134,0.0807001414979104,0.0534906291397942,0.0598961607192974,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_U","Gaussian_mixture",0.666,0.504428967953915,0.090578127892146,0.0630516175471541,0.0711299115645058,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_U","Meeker",0.636,0.479221606297188,-0.0254970704949532,0.0728564426045885,0.0733608303232039,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_U","SPIn",0.636,0.479212729653432,-0.0198728737162942,0.0731606585011432,0.0734092682938847,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
"HPD_U","Stan",0.914,0.998493306697432,-0.0254970704949532,0.0728564426045885,0.0733608303232039,2.58,0.254,0.1,0.95,0.95,10000,"moderate"
