"quantity","method","est_coverage","ci_width","bias","variance","MSE","mu","sigma","efficiency","alpha","ci_target_coverage","n_draws","asymmetry"
"BCI_L","Batches",0.9908,0.154503581877084,0.0210167358385058,0.000319907814601693,0.000761579009125766,0,1,0.05,0.95,0.95,4000,"high"
"BCI_L","Doss",0.9537,0.0709184222009585,0.00202269073007812,0.000281313718571852,0.000285376864989539,0,1,0.05,0.95,0.95,4000,"high"
"BCI_L","Meeker",0.5223,0.0236339433284809,0.0020075135145835,0.000281273320083459,0.000285275303262686,0,1,0.05,0.95,0.95,4000,"high"
"BCI_L","Stan",0.9157,0.063021572458151,0.0020075135145835,0.000281273320083459,0.000285275303262686,0,1,0.05,0.95,0.95,4000,"high"
"BCI_U","Batches",0.9913,7.18958251681268,-0.13868958788701,0.726142987689861,0.745305175179361,0,1,0.05,0.95,0.95,4000,"high"
"BCI_U","Doss",0.8775,2.89194006741129,-0.0190599275229669,0.678894939368156,0.6791903307114,0,1,0.05,0.95,0.95,4000,"high"
"BCI_U","Meeker",0.5367,1.21981980799605,-0.0183204399867949,0.679078474661658,0.679346205335502,0,1,0.05,0.95,0.95,4000,"high"
"BCI_U","Stan",0.903,3.07522980212916,-0.0183204399867949,0.679078474661658,0.679346205335502,0,1,0.05,0.95,0.95,4000,"high"
