"p","method","est_coverage","ci_width","bias","variance","MSE"
0.025,"bm",1,0.122621406349512,0.000557446571263642,8.55821487080509e-06,7.15731857645766e-06
0.025,"obm",1,0.122621406349512,0.000557446571263642,8.55821487080509e-06,7.15731857645766e-06
0.025,"sub",1,0.596313263754071,0.000557446571263642,8.55821487080509e-06,7.15731857645766e-06
0.05,"bm",1,0.103198752359906,-0.000964962300508315,5.27769447405085e-06,5.15330782064298e-06
0.05,"obm",1,0.103198752359906,-0.000964962300508315,5.27769447405085e-06,5.15330782064298e-06
0.05,"sub",1,0.435134762393899,-0.000964962300508315,5.27769447405085e-06,5.15330782064298e-06
0.1,"bm",1,0.0796880548815926,0.00142431619953811,1.31524200183506e-05,1.25506126509472e-05
0.1,"obm",1,0.0796880548815926,0.00142431619953811,1.31524200183506e-05,1.25506126509472e-05
0.1,"sub",1,0.302582425186636,0.00142431619953811,1.31524200183506e-05,1.25506126509472e-05
0.25,"bm",1,0.0559851512224651,-0.000871988744410768,3.85761954871276e-05,3.16213207600811e-05
0.25,"obm",1,0.0559851512224651,-0.000871988744410768,3.85761954871276e-05,3.16213207600811e-05
0.25,"sub",1,0.164892196357573,-0.000871988744410768,3.85761954871276e-05,3.16213207600811e-05
0.5,"bm",1,0.0486749261746233,0.00574832382348902,0.000172781266135901,0.000171268239688412
0.5,"obm",1,0.0486749261746233,0.00574832382348902,0.000172781266135901,0.000171268239688412
0.5,"sub",1,0.0839987699065289,0.00574832382348902,0.000172781266135901,0.000171268239688412
0.75,"bm",0.8,0.0501688748249502,-0.0115904894280004,0.00162050842979381,0.00143074618901563
0.75,"obm",0.8,0.0501688748249502,-0.0115904894280004,0.00162050842979381,0.00143074618901563
0.75,"sub",0.6,0.0427903412148705,-0.0115904894280004,0.00162050842979381,0.00143074618901563
0.9,"bm",0.8,0.0665293838979913,-0.0503532384051598,0.00873764804367063,0.00952556705282337
0.9,"obm",0.8,0.0665293838979913,-0.0503532384051598,0.00873764804367063,0.00952556705282337
0.9,"sub",0.4,0.0233185828339432,-0.0503532384051598,0.00873764804367063,0.00952556705282337
0.95,"bm",0.8,0.0791249330375831,-0.0903284767682912,0.00880886209905875,0.0152063233945267
0.95,"obm",0.8,0.0791249330375831,-0.0903284767682912,0.00880886209905875,0.0152063233945267
0.95,"sub",0.4,0.0162151911444456,-0.0903284767682912,0.00880886209905875,0.0152063233945267
0.975,"bm",1,0.112318992875662,-0.116601106474195,0.0303592143011135,0.0378831894718975
0.975,"obm",1,0.112318992875662,-0.116601106474195,0.0303592143011135,0.0378831894718975
0.975,"sub",0.2,0.0118323602285659,-0.116601106474195,0.0303592143011135,0.0378831894718975
