quantity,method,est_coverage,ci_width,bias,variance,MSE,mu,sigma,efficiency,alpha,ci_target_coverage,n_draws,asymmetry
BCI_L,Batches,0.989,2.03675706206451,0.203226286519154,0.0528139373505278,0.0941095794891581,2.58,0.254,0.05,0.95,0.95,4000,moderate
BCI_L,Doss,0.8976,0.816896710571983,0.0232538742827244,0.0554743569989821,0.0560095522324389,2.58,0.254,0.05,0.95,0.95,4000,moderate
BCI_L,Meeker,0.5327,0.342372669607139,0.0230345122251016,0.0554765883201037,0.0560016294147201,2.58,0.254,0.05,0.95,0.95,4000,moderate
BCI_L,Stan,0.9164,0.895250165020321,0.0230345122251016,0.0554765883201037,0.0560016294147201,2.58,0.254,0.05,0.95,0.95,4000,moderate
BCI_U,Batches,0.9896,5.41133758661443,-0.362674750612995,0.375544325271299,0.50703974557097,2.58,0.254,0.05,0.95,0.95,4000,moderate
BCI_U,Doss,0.8956,2.26279302792947,-0.0375665229080445,0.40759312969173,0.408963614022161,2.58,0.254,0.05,0.95,0.95,4000,moderate
BCI_U,Meeker,0.532,0.935491416098529,-0.0369733487066815,0.407647265806281,0.408973529594286,2.58,0.254,0.05,0.95,0.95,4000,moderate
BCI_U,Stan,0.9108,2.40100313894948,-0.0369733487066815,0.407647265806281,0.408973529594286,2.58,0.254,0.05,0.95,0.95,4000,moderate
