quantity,method,est_coverage,ci_width,bias,variance,MSE,mu,sigma,efficiency,alpha,ci_target_coverage,n_draws,asymmetry
BCI_L,Batches,0.9936,0.842588952076866,0.0579004162631335,0.00874168161212301,0.0120932656474059,2.58,0.254,0.5,0.95,0.95,4000,moderate
BCI_L,Doss,0.9307,0.349256717229905,0.00536219083512423,0.00893096813166502,0.00895882812540414,2.58,0.254,0.5,0.95,0.95,4000,moderate
BCI_L,Meeker,0.9252,0.345388817450227,0.00514771289739429,0.00893082518858729,0.00895643105414243,2.58,0.254,0.5,0.95,0.95,4000,moderate
BCI_L,Stan,0.943,0.392005190623056,0.00514771289739429,0.00893082518858729,0.00895643105414243,2.58,0.254,0.5,0.95,0.95,4000,moderate
BCI_U,Batches,0.9958,2.26124405180286,-0.123274150987125,0.0620220768881955,0.0772123909821032,2.58,0.254,0.5,0.95,0.95,4000,moderate
BCI_U,Doss,0.9321,0.966282441848799,-0.0107168581063139,0.0648094084547012,0.0649177785615266,2.58,0.254,0.5,0.95,0.95,4000,moderate
BCI_U,Meeker,0.9272,0.941590532084489,-0.0101318295810343,0.064808291044179,0.0649044641857337,2.58,0.254,0.5,0.95,0.95,4000,moderate
BCI_U,Stan,0.9407,1.05104577378009,-0.0101318295810343,0.064808291044179,0.0649044641857337,2.58,0.254,0.5,0.95,0.95,4000,moderate
