"quantity","method","est_coverage","ci_width","bias","variance","MSE","mu","sigma","efficiency","alpha","ci_target_coverage","n_draws","asymmetry"
"HPD_L","Batches",0.972,1.80643460800489,0.204826648645684,0.043240133786601,0.0851076095144502,4.01,0.0352,0.05,0.95,0.95,4000,"none"
"HPD_L","Doss",0.864,0.722454451506404,0.0329953203615533,0.055587455467748,0.0566205591780417,4.01,0.0352,0.05,0.95,0.95,4000,"none"
"HPD_L","Gamma_mixture",0.606,0.308310531737536,0.0116547472817872,0.0344038534267843,0.034470878854133,4.01,0.0352,0.05,0.95,0.95,4000,"none"
"HPD_L","Gaussian_mixture",0.604,0.311989115530426,0.0135976212109603,0.0369539259413094,0.0370649133920235,4.01,0.0352,0.05,0.95,0.95,4000,"none"
"HPD_L","Meeker",0.508,0.316415980971647,0.0427373544205247,0.0547201289449171,0.0564371701498928,4.01,0.0352,0.05,0.95,0.95,4000,"none"
"HPD_L","SPIn",0.502,0.319814665007102,0.0349908497674158,0.055202605974569,0.0563165603300657,4.01,0.0352,0.05,0.95,0.95,4000,"none"
"HPD_U","Batches",0.982,1.94915087898888,-0.20810580150941,0.0455201040028397,0.0887370884167079,4.01,0.0352,0.05,0.95,0.95,4000,"none"
"HPD_U","Doss",0.874,0.809057406145416,-0.0274551358062194,0.0615201820054036,0.0622124463055361,4.01,0.0352,0.05,0.95,0.95,4000,"none"
"HPD_U","Gamma_mixture",0.578,0.328890801278419,-0.0105992722155659,0.0396050918793385,0.0396382262670795,4.01,0.0352,0.05,0.95,0.95,4000,"none"
"HPD_U","Gaussian_mixture",0.56,0.323324309994679,-0.0127237852644078,0.0409072692820676,0.0409873494549582,4.01,0.0352,0.05,0.95,0.95,4000,"none"
"HPD_U","Meeker",0.464,0.345245560264469,-0.0227971779362899,0.0618150429321596,0.0622111241681541,4.01,0.0352,0.05,0.95,0.95,4000,"none"
"HPD_U","SPIn",0.462,0.346090916188563,-0.0149796842247427,0.0622343441823193,0.0623342664334277,4.01,0.0352,0.05,0.95,0.95,4000,"none"
