quantity,method,est_coverage,ci_width,bias,variance,MSE,mu,sigma,efficiency,alpha,ci_target_coverage,n_draws,asymmetry
HPD_L,Batches,0.212,0.0570757876228406,0.0334436082160233,4.46970957415934E-05,0.00116308263205697,0,1,0.999,0.95,0.95,4000,high
HPD_L,Doss,0.086,0.00687271501169794,0.0139434201618563,0.000130738269681512,0.000325026497221891,0,1,0.999,0.95,0.95,4000,high
HPD_L,Gamma_mixture,0.18,0.0265612088023315,-0.0170203812447071,6.42920001127347E-06,0.000296109719326429,0,1,0.999,0.95,0.95,4000,high
HPD_L,Gaussian_mixture,0,0.232466566988207,-0.247797646015771,0.00566901873347615,0.0670613540669668,0,1,0.999,0.95,0.95,4000,high
HPD_L,Meeker,0.95,0.0460883748523132,0.00993483708026535,0.000100699409018251,0.00019919899801163,0,1,0.999,0.95,0.95,4000,high
HPD_L,SPIn,0.826,0.0362182151309122,0.000157953473924375,0.000151623412271728,0.000151345114747109,0,1,0.999,0.95,0.95,4000,high
HPD_U,Batches,1,1.60193380772162,0.0743309132696317,0.0348397236459029,0.0402951288661086,0,1,0.999,0.95,0.95,4000,high
HPD_U,Doss,0.934,0.672162048787547,0.0109238440659315,0.0331929302546716,0.0332790676935937,0,1,0.999,0.95,0.95,4000,high
HPD_U,Gamma_mixture,0.912,0.669003337907128,-0.0485416658527474,0.0307206422757199,0.0330154943149282,0,1,0.999,0.95,0.95,4000,high
HPD_U,Gaussian_mixture,0.758,0.683976926430612,0.0875297966627961,0.0785714937242337,0.0860758160406156,0,1,0.999,0.95,0.95,4000,high
HPD_U,Meeker,0.938,0.691171222379948,-0.0025737839319247,0.0327043474072499,0.0326455630761636,0,1,0.999,0.95,0.95,4000,high
HPD_U,SPIn,0.936,0.692879569643167,-0.00332298198822562,0.0325789430830867,0.0325248274062146,0,1,0.999,0.95,0.95,4000,high
