"quantity","method","est_coverage","ci_width","bias","variance","MSE","mu","sigma","efficiency","alpha","ci_target_coverage","n_draws","asymmetry"
"HPD_L","Batches",0.988,0.9286482757787,0.0930376696249922,0.0109576097946208,0.0195917025442807,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_L","Doss",0.593,0.235281515112817,0.0311997584227703,0.0191655581045108,0.0201198174720455,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_L","Doss_SBM",0.338,0.137873808203342,0.0320278834152775,0.0219205667045478,0.0229025108872013,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_L","Gamma_mixture",0.99,0.266414135765662,0.0318832780545624,0.00202104027940409,0.00303354161834983,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_L","Gaussian_mixture",0.972,0.284060907360571,-0.00410097088419091,0.00385791899788627,0.00386702112208348,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_L","Meeker",0.618,0.267462740658705,0.0318318116208533,0.0219403996673264,0.0229097830990572,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_L","SPIn",0.62,0.270103408773199,0.0244005631283857,0.0226035653856955,0.0231537457359064,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_L","Stan",0.61,0.276852061299945,0.0318318116208533,0.0219403996673264,0.0229097830990572,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_U","Batches",1,1.24584746059905,-0.0694411354883949,0.0204985327513348,0.0252796069837498,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_U","Doss",0.831,0.460293978935336,-0.00731629209489783,0.026923530353769,0.0269501349534331,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_U","Doss_SBM",0.324,0.142966045265562,-0.0126356620203401,0.0295704916807572,0.029671010652088,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_U","Gamma_mixture",0.946,0.463957791523678,0.0927650615925431,0.00899813880241815,0.0175854991770816,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_U","Gaussian_mixture",0.838,0.505538063653282,0.0950557601087318,0.0188287198702549,0.0278266599603631,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_U","Meeker",0.822,0.475264086492681,-0.0126356620203401,0.0295704916807572,0.029671010652088,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_U","SPIn",0.818,0.475195247257307,-0.00726955785317132,0.0297726692926666,0.0297659704254619,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
"HPD_U","Stan",0.846,0.493195996937609,-0.0126356620203401,0.0295704916807572,0.029671010652088,2.58,0.254,0.999,0.95,0.95,10000,"moderate"
