"p","est_coverage","ci_width","bias","variance","MSE"
1e-04,0.83,1.23118750229951,-0.155483260809597,0.169401230546723,0.193237472477614
0.0101989898989899,0.906,0.246915078692404,0.00118310758223249,0.00484403870188337,0.00483575036803074
0.0202979797979798,0.938,0.213276929284568,-0.00178642166682996,0.00337367300498388,0.00337011696134563
0.0303969696969697,0.954,0.197260232347789,-0.0026718879319551,0.00249404047239375,0.00249619137656989
0.0404959595959596,0.956,0.187309297720299,-0.00297986317481681,0.00213203351756715,0.00213664903507265
0.0505949494949495,0.962,0.180259210959016,-0.00235496032741307,0.00190140152974107,0.00190314456482528
0.0606939393939394,0.958,0.17487031561612,-0.000820130123841054,0.00180975487030035,0.00180680797397978
0.0707929292929293,0.954,0.170834666299851,-0.00162372893745288,0.00177034902533618,0.00176944482294783
0.0808919191919192,0.946,0.167439785433281,-0.000814105477772951,0.00174116290124727,0.00173834334317372
0.0909909090909091,0.968,0.164637495615286,0.000294786797694318,0.00166785225475187,0.00166460344949847
0.101089898989899,0.954,0.162344357143827,0.000838663322417421,0.0016016558068586,0.00159915585141325
0.111188888888889,0.964,0.160472329886592,0.000525982154663247,0.00163277167209777,0.00162978278598059
0.121287878787879,0.952,0.158959509836163,-0.000711025239439731,0.00160614511954785,0.00160343838619987
0.131386868686869,0.962,0.157625125205843,-0.000634855251119809,0.00155711383523935,0.00155440264875875
0.141485858585859,0.952,0.15652754364968,-0.000820222391312811,0.0015084830257249,0.00150613882444466
0.151584848484848,0.958,0.155586154176921,-0.000447820625507653,0.00144415818992594,0.00144147041685872
0.161683838383838,0.954,0.154864720867755,-0.00156181584716112,0.00146666226560022,0.00146616820980946
0.171782828282828,0.952,0.154232690532793,-0.00138347770550359,0.00144635370690608,0.0014453750100539
0.181881818181818,0.954,0.153750878085897,-0.00187519662914043,0.00145293238159985,0.00145354287923459
0.191980808080808,0.962,0.153368766840663,-0.00208569517481683,0.00141084018502732,0.00141236862901952
0.202079797979798,0.962,0.153110402513576,-0.00305318688098261,0.00142255531032947,0.00142903214983901
0.212178787878788,0.956,0.152912685704841,-0.00332805676130354,0.00143990510080296,0.00144810125240781
0.222277777777778,0.96,0.152795036409612,-0.00351773905960325,0.00138201415889317,0.00139162461866685
0.232376767676768,0.956,0.152720306623897,-0.00338425399170067,0.00140012155602393,0.00140877448799222
0.242475757575758,0.956,0.152704123873867,-0.00301868358994719,0.00132463137334243,0.00133109456121197
0.252574747474747,0.956,0.152757884600302,-0.00313198032181144,0.00134794430366715,0.00135505771579603
0.262673737373737,0.956,0.152836048605771,-0.00243839041950716,0.00137893437915719,0.00138212225823682
0.272772727272727,0.956,0.15295725102884,-0.00183030661297177,0.00142608193802247,0.00142657979644391
0.282871717171717,0.958,0.153151064175134,-0.00247184664179528,0.00143337473343986,0.00143661800979354
0.292970707070707,0.952,0.153370314747655,-0.00265631495361428,0.00147914894800871,0.00148324665924549
0.303069696969697,0.95,0.153629287569963,-0.00254104989488371,0.00148743844387313,0.00149092050155367
0.313168686868687,0.948,0.153921554926015,-0.00261654306466919,0.00152314201821145,0.00152694203178429
0.323267676767677,0.948,0.1542523816203,-0.00253675791996511,0.00151469649361741,0.00151810224137468
0.333366666666667,0.948,0.154621167721377,-0.0024325168374298,0.00154017552272192,0.00154301230984086
0.343465656565657,0.948,0.155025640430788,-0.0020872426777318,0.00156582507561992,0.00156705000746442
0.353564646464646,0.95,0.155471573993629,-0.00196571590912735,0.00156390047882692,0.00156463671690466
0.363663636363636,0.948,0.155940490903606,-0.00185526018878932,0.00158007301749231,0.00158035486182543
0.373762626262626,0.954,0.156446435088388,-0.00233098745133405,0.00153915532360937,0.00154151051546043
0.383861616161616,0.948,0.156978189325878,-0.00181414832770092,0.00153737837134594,0.00153759474875815
0.393960606060606,0.956,0.157549176603312,-0.0017229206622772,0.00149514124593769,0.00149511941905431
0.404059595959596,0.96,0.15815594292325,-0.00133711667189768,0.00151175757494876,0.00151052194079313
0.414158585858586,0.952,0.158797769898018,-0.00182868553922783,0.00157544313190129,0.00157563633643887
0.424257575757576,0.946,0.159474387058381,-0.00199938809651455,0.00164848978462926,0.00164919035782048
0.434356565656566,0.938,0.160193148727656,-0.00209144500852701,0.00166279254012668,0.00166384109727012
0.444455555555556,0.94,0.160954172682966,-0.00176552660447258,0.00169723381743839,0.00169695643399461
0.454554545454545,0.938,0.161754143610909,-0.00195281801127548,0.00172552340570809,0.00172588585708184
0.464653535353535,0.936,0.162599225308094,-0.00225653653543009,0.00173947189227617,0.00174108490562735
0.474752525252525,0.938,0.163490787800995,-0.00304215573833674,0.00173360124028783,0.00173938874934355
0.484851515151515,0.952,0.164434849150898,-0.002768393834218,0.00175508393571772,0.00175923777226763
0.494950505050505,0.954,0.165429987023223,-0.00244881908150831,0.00176958649443043,0.00177204403633553
0.505049494949495,0.946,0.166458096326306,-0.00296651494334212,0.00181745196608486,0.00182261727306176
0.515148484848485,0.954,0.167540520924061,-0.00291848707857289,0.00185851696179811,0.00186331749470231
0.525247474747475,0.944,0.168671530751588,-0.00300358104867329,0.00191080249352431,0.00191600238765321
0.535346464646465,0.928,0.169842083641847,-0.00321619890402396,0.00193204107595886,0.00193852092919719
0.545445454545455,0.934,0.171075039168874,-0.00308692626471382,0.00195767948916907,0.00196329324395452
0.555544444444444,0.926,0.172360814317201,-0.00254235944293365,0.0019763939176605,0.00197890472136225
0.565643434343434,0.936,0.173689975572453,-0.00235372212208316,0.00198290476296859,0.00198447896127064
0.575742424242424,0.932,0.175069794494121,-0.00219311285995604,0.00198026343677923,0.00198111265392217
0.585841414141414,0.95,0.176496222381696,-0.00249150153498491,0.00199366029012875,0.00199588054944732
0.595940404040404,0.948,0.177988909922982,-0.00271968068290365,0.00197535064211679,0.00197879660384951
0.606039393939394,0.944,0.179553725561437,-0.00215582016308436,0.00202563875901709,0.00202623504207461
0.616138383838384,0.944,0.181172149152853,-0.00222904645727624,0.00207724990854803,0.00207806405683963
0.626237373737374,0.94,0.182868507647109,-0.00211209058352063,0.00205206991889233,0.00205242670568754
0.636336363636364,0.948,0.184623242613768,-0.00205998466129062,0.00206962460811556,0.00206972889570408
0.646435353535354,0.946,0.186481869248805,-0.00151185085983256,0.00217534222931894,0.00217327723788267
