"","x"
"1",0.34054717915575
"2",0.585465971019215
"3",0.448890577154871
"4",0.668434386673051
"5",0.504846717154912
"6",0.865909875565144
"7",2.88711315568389
"8",2.8831762595373
"9",2.25508036214275
"10",2.25494501993269
"11",2.92373666462695
"12",2.25669436754694
"13",2.01802340841673
"14",2.77260414975502
"15",4.84684155542252
"16",4.42613795406508
"17",1.79094283868336
"18",1.97091230918405
"19",2.40663793998442
"20",4.16230706106467
"21",5.20856374337332
"22",4.91709324579004
"23",4.85305954718313
"24",4.08180405719416
"25",4.37794663886524
"26",2.16278741374116
"27",1.31720267433803
"28",1.48706212524203
"29",0.616393242917818
"30",0.966285118287506
"31",1.03126108136923
"32",0.68014340457879
"33",0.926417644022061
"34",0.78780177066821
"35",0.677442912400279
"36",0.468883700557649
"37",0.445231974099008
"38",0.477887816340915
"39",0.888637118914716
"40",1.13330868828118
"41",1.36086448743056
"42",1.27247549060992
"43",1.48720583014058
"44",1.08926515139567
"45",1.30746057154515
"46",0.88090386266788
"47",0.896635063431509
"48",0.488602403395988
"49",0.654622156673631
"50",0.40849572229483
"51",0.654664566451633
"52",0.321339606427671
"53",0.400119995865736
"54",0.494525061085383
"55",0.739876667607115
"56",0.699632840837714
"57",1.31151689659765
"58",1.82552338848932
"59",2.19082373952239
"60",1.87744455565856
"61",1.43683683663429
"62",1.95989578326597
"63",1.84718960763992
"64",1.7494533904737
"65",0.73099074910392
"66",0.496115668127769
"67",0.286449814336137
"68",0.667019628004927
"69",0.450165674063045
"70",0.299359119234029
"71",0.308330862461972
"72",0.30161139708992
"73",0.616808085169148
"74",0.732454172212702
"75",0.644237366729055
"76",1.30034939723285
"77",1.25531966249014
"78",0.96361285950405
"79",0.939572418720146
"80",1.42343412246949
"81",2.02784542066858
"82",1.96253404638266
"83",1.26716289874094
"84",1.13377561164716
"85",1.02467960598166
"86",0.628722690379063
"87",0.618792893606222
"88",0.763629814954417
"89",0.526770211033119
"90",0.613723671304586
"91",1.00190890191579
"92",1.15474099474189
"93",0.619082220148866
"94",1.1347634764527
"95",1.4704721605575
"96",1.12121549108555
"97",0.816561339102629
