"quantity","method","est_coverage","ci_width","bias","variance","MSE","mu","sigma","efficiency","alpha","ci_target_coverage","n_draws","asymmetry"
"HPD_L","Batches",0.992,1.33663936453747,0.162036651620229,0.0202200108019878,0.0464354472486793,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
"HPD_L","Doss",0.651,0.379343292713827,0.040215264775409,0.0385449232579223,0.0401236458556206,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
"HPD_L","Gamma_mixture",0.98,0.422923933846799,0.0306437827144362,0.00644442747726149,0.00737058004135654,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
"HPD_L","Gaussian_mixture",0.97,0.457716798870916,0.0134585463242572,0.00985266370955167,0.0100140908512947,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
"HPD_L","Meeker",0.658,0.436907440105023,0.0257710136181357,0.0438271333256199,0.0444036242018748,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
"HPD_L","SPIn",0.634,0.458731152604578,-0.0128562075715688,0.0587211086232209,0.0587689484790977,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
"HPD_U","Batches",0.996,2.01500709326495,-0.106315441171167,0.0509420542529651,0.062143143175879,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
"HPD_U","Doss",0.857,0.803498047159869,-0.013990963624112,0.074307288500339,0.0744287282749699,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
"HPD_U","Gamma_mixture",0.918,0.731178252414538,0.099326550219933,0.0333962924863414,0.0431952634799615,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
"HPD_U","Gaussian_mixture",0.75,0.784816450115393,0.173488026962213,0.0636765307173653,0.0936472731551722,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
"HPD_U","Meeker",0.818,0.770181218518402,-0.0381772953099569,0.0757224449703983,0.0770285059576411,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
"HPD_U","SPIn",0.82,0.769608598994024,-0.0259246420918356,0.0761960563153383,0.0767157512702974,2.58,0.254,0.5,0.95,0.95,4000,"moderate"
