"quantity","method","est_coverage","ci_width","bias","variance","MSE","mu","sigma","efficiency","alpha","ci_target_coverage","n_draws","asymmetry"
"HPD_L","Batches",0.99,0.939938877142424,0.090083063965206,0.0116779936287356,0.0197695960548375,4.01,0.0352,0.5,0.95,0.95,4000,"none"
"HPD_L","Doss",0.702,0.315019661194999,0.0176189157135422,0.0207094425219831,0.020999159270382,4.01,0.0352,0.5,0.95,0.95,4000,"none"
"HPD_L","Gamma_mixture",0.986,0.312509525383617,-0.00781756065863775,0.00389290940022432,0.00394623783607535,4.01,0.0352,0.5,0.95,0.95,4000,"none"
"HPD_L","Gaussian_mixture",0.984,0.319576621653489,-0.0229265144610565,0.00443514727206981,0.00495190204285871,4.01,0.0352,0.5,0.95,0.95,4000,"none"
"HPD_L","Meeker",0.706,0.319143771536578,0.027577040511407,0.0210148357670883,0.0217332992589219,4.01,0.0352,0.5,0.95,0.95,4000,"none"
"HPD_L","SPIn",0.704,0.322310250314521,0.0198798903908825,0.0213532818117337,0.0217057852900637,4.01,0.0352,0.5,0.95,0.95,4000,"none"
"HPD_U","Batches",0.982,0.994892701312084,-0.0870446434009392,0.0133363509395007,0.0208864481824184,4.01,0.0352,0.5,0.95,0.95,4000,"none"
"HPD_U","Doss",0.731,0.342328325550373,-0.0254048621927335,0.0220814894204797,0.022704814954091,4.01,0.0352,0.5,0.95,0.95,4000,"none"
"HPD_U","Gamma_mixture",0.972,0.3297418772158,-0.0144634230947344,0.0047289792206077,0.00492871186978378,4.01,0.0352,0.5,0.95,0.95,4000,"none"
"HPD_U","Gaussian_mixture",0.958,0.321910732319829,-0.026843269080888,0.00536730571623375,0.00607713219975024,4.01,0.0352,0.5,0.95,0.95,4000,"none"
"HPD_U","Meeker",0.76,0.348249094309778,-0.020821666266703,0.0217503190760072,0.0221403602239772,4.01,0.0352,0.5,0.95,0.95,4000,"none"
"HPD_U","SPIn",0.758,0.348527809824944,-0.0132190799738949,0.0219915728808866,0.0221223338104811,4.01,0.0352,0.5,0.95,0.95,4000,"none"
