"quantity","method","est_coverage","ci_width","bias","variance","MSE","mu","sigma","efficiency","alpha","ci_target_coverage","n_draws","asymmetry"
"HPD_L","Batches",0.99,0.88722741383618,0.0798845640038846,0.00995355866084326,0.0163151951096123,4.01,0.0352,0.999,0.95,0.95,4000,"none"
"HPD_L","Doss",0.72,0.287789088084551,0.0158412998673075,0.0177415915899496,0.0179747967798456,4.01,0.0352,0.999,0.95,0.95,4000,"none"
"HPD_L","Gamma_mixture",0.998,0.312743136637047,-0.0106129990588606,0.00239723286345584,0.0025050741467523,4.01,0.0352,0.999,0.95,0.95,4000,"none"
"HPD_L","Gaussian_mixture",0.994,0.320299691104231,-0.0274165464105631,0.00293683157808131,0.00368262493200771,4.01,0.0352,0.999,0.95,0.95,4000,"none"
"HPD_L","Meeker",0.734,0.319277884877669,0.0247330363612188,0.0182942063456309,0.018869341020585,4.01,0.0352,0.999,0.95,0.95,4000,"none"
"HPD_L","SPIn",0.73,0.322751827889444,0.0169148919674046,0.0186301416221309,0.0188789949091556,4.01,0.0352,0.999,0.95,0.95,4000,"none"
"HPD_U","Batches",0.992,0.941626734935491,-0.0826721973384741,0.00991601198537567,0.0167308721741765,4.01,0.0352,0.999,0.95,0.95,4000,"none"
"HPD_U","Doss",0.732,0.313840431379031,-0.0263925493099685,0.0183960737751203,0.0190742443604243,4.01,0.0352,0.999,0.95,0.95,4000,"none"
"HPD_U","Gamma_mixture",0.992,0.330001224503603,-0.0114210816485678,0.00297500854115833,0.00309949963009927,4.01,0.0352,0.999,0.95,0.95,4000,"none"
"HPD_U","Gaussian_mixture",0.988,0.322282298487432,-0.0240088459958166,0.00333828861170425,0.00390803672053168,4.01,0.0352,0.999,0.95,0.95,4000,"none"
"HPD_U","Meeker",0.772,0.34953204219314,-0.0227242501031253,0.0197955765084813,0.0202723768982137,4.01,0.0352,0.999,0.95,0.95,4000,"none"
"HPD_U","SPIn",0.768,0.350305621120043,-0.0155718735228873,0.0200854040676348,0.0202877165045123,4.01,0.0352,0.999,0.95,0.95,4000,"none"
