"quantity","min","max","point","lwr","upr","phat_lwr","phat_upr","type","method","n_boot","batch_size","nu","replicate","true_value","covers"
"HPD_L",0.000158463205471636,10.4872539968868,0.000158463205471636,-0.000551133300658623,0.000485821141322198,NA,NA,"normal","bootstrap",300,16,"estimated",1,6.34421478143733e-09,TRUE
"HPD_L",0.000158463205471636,10.4872539968868,0.000158463205471636,0.000158463205471636,0.00113670481638944,NA,NA,"percent","bootstrap",300,16,"estimated",1,6.34421478143733e-09,FALSE
"HPD_L",0.000158463205471636,10.4872539968868,0.000158463205471636,-0.000819778405446167,0.000158463205471636,NA,NA,"basic","bootstrap",300,16,"estimated",1,6.34421478143733e-09,TRUE
"HPD_L",3.86815518140793e-05,10.0775667162319,3.86815518140793e-05,-0.000342924527514638,0.000255261968825265,NA,NA,"normal","bootstrap",300,100,"0.5",183,6.34421478143733e-09,TRUE
"HPD_L",0.000217342270443312,8.2892217445643,0.000217342270443312,8.24469292976374e-05,0.000310774985661043,NA,NA,"normal","bootstrap",300,6,"0.2",122,6.34421478143733e-09,FALSE
"HPD_L",4.42478188972088e-05,9.86846098617511,4.42478188972088e-05,-0.000675964594092913,0.000315950300937738,NA,NA,"normal","bootstrap",300,17,"estimated",62,6.34421478143733e-09,TRUE
"HPD_L",0.000158463205471636,10.4872539968868,0.000158463205471636,-0.000704472670295577,0.000570411607750578,NA,NA,"normal","bootstrap",300,100,"0.5",1,6.34421478143733e-09,TRUE
"HPD_L",0.000158463205471636,10.4872539968868,0.000158463205471636,0.000158463205471636,0.00113670481638944,NA,NA,"percent","bootstrap",300,100,"0.5",1,6.34421478143733e-09,FALSE
"HPD_L",0.000158463205471636,10.4872539968868,0.000158463205471636,-0.000819778405446167,0.000158463205471636,NA,NA,"basic","bootstrap",300,100,"0.5",1,6.34421478143733e-09,TRUE
"HPD_L",3.86815518140793e-05,10.0775667162319,3.86815518140793e-05,-0.000256872639289146,0.000217539075192926,NA,NA,"normal","bootstrap",300,6,"0.2",183,6.34421478143733e-09,TRUE
"HPD_L",0.000641458667814732,8.16225696685624,0.000641458667814732,0.000113718828127867,0.000978183663029804,NA,NA,"normal","bootstrap",300,17,"estimated",123,6.34421478143733e-09,FALSE
"HPD_L",4.42478188972088e-05,9.86846098617511,4.42478188972088e-05,-0.000714035412101718,0.000359757965166786,NA,NA,"normal","bootstrap",300,100,"0.5",62,6.34421478143733e-09,TRUE
"HPD_L",0.000158463205471636,10.4872539968868,0.000158463205471636,-0.00048462351535356,0.000469671638088505,NA,NA,"normal","bootstrap",300,6,"0.2",1,6.34421478143733e-09,TRUE
"HPD_L",0.000158463205471636,10.4872539968868,0.000158463205471636,0.000158463205471636,0.00103540242620671,NA,NA,"percent","bootstrap",300,6,"0.2",1,6.34421478143733e-09,FALSE
"HPD_L",0.000158463205471636,10.4872539968868,0.000158463205471636,-0.000718476015263436,0.000158463205471636,NA,NA,"basic","bootstrap",300,6,"0.2",1,6.34421478143733e-09,TRUE
"HPD_L",0.000239919871091843,11.2732673158958,0.000239919871091843,-0.000807104814691094,0.000886020101649447,NA,NA,"normal","bootstrap",300,17,"estimated",184,6.34421478143733e-09,TRUE
"HPD_L",0.000641458667814732,8.16225696685624,0.000641458667814732,0.00014588753592311,0.000945027122967246,NA,NA,"normal","bootstrap",300,100,"0.5",123,6.34421478143733e-09,FALSE
"HPD_L",4.42478188972088e-05,9.86846098617511,4.42478188972088e-05,-0.000667189277039557,0.000322790568891087,NA,NA,"normal","bootstrap",300,6,"0.2",62,6.34421478143733e-09,TRUE
"HPD_L",0.000314121134579182,9.26999507048979,0.000314121134579182,-5.39956267670975e-05,0.000566717097447835,NA,NA,"normal","bootstrap",300,17,"estimated",2,6.34421478143733e-09,TRUE
"HPD_L",0.000314121134579182,9.26999507048979,0.000314121134579182,0.000314121134579182,0.000709634740834354,NA,NA,"percent","bootstrap",300,17,"estimated",2,6.34421478143733e-09,FALSE
"HPD_L",0.000314121134579182,9.26999507048979,0.000314121134579182,-8.13924716759909e-05,0.000314121134579182,NA,NA,"basic","bootstrap",300,17,"estimated",2,6.34421478143733e-09,TRUE
"HPD_L",0.000239919871091843,11.2732673158958,0.000239919871091843,-0.000756663304127175,0.000853041125856575,NA,NA,"normal","bootstrap",300,100,"0.5",184,6.34421478143733e-09,TRUE
"HPD_L",0.000641458667814732,8.16225696685624,0.000641458667814732,0.000135053844396191,0.000945038410716728,NA,NA,"normal","bootstrap",300,6,"0.2",123,6.34421478143733e-09,FALSE
"HPD_L",4.99142333865166e-05,9.27709910968199,4.99142333865166e-05,-0.000810552398354569,0.000457996010077762,NA,NA,"normal","bootstrap",300,18,"estimated",63,6.34421478143733e-09,TRUE
"HPD_L",0.000314121134579182,9.26999507048979,0.000314121134579182,9.29008569867979e-05,0.000449972861712529,NA,NA,"normal","bootstrap",300,100,"0.5",2,6.34421478143733e-09,FALSE
"HPD_L",0.000314121134579182,9.26999507048979,0.000314121134579182,0.000314121134579182,0.000709634740834354,NA,NA,"percent","bootstrap",300,100,"0.5",2,6.34421478143733e-09,FALSE
"HPD_L",0.000314121134579182,9.26999507048979,0.000314121134579182,-8.13924716759909e-05,0.000314121134579182,NA,NA,"basic","bootstrap",300,100,"0.5",2,6.34421478143733e-09,TRUE
"HPD_L",0.000239919871091843,11.2732673158958,0.000239919871091843,-0.000653388551343963,0.000801954264155557,NA,NA,"normal","bootstrap",300,6,"0.2",184,6.34421478143733e-09,TRUE
