"quantity","min","max","point","lwr","upr","phat_lwr","phat_upr","type","method","n_boot","batch_size","nu","replicate","true_value","covers"
"HPD_L",0.0189810315853179,55.2739849087432,0.0235055118320285,0.00215341620666091,0.0366625038335886,NA,NA,"normal","bootstrap",300,100,"0.5",124,0.0260914808169586,TRUE
"HPD_L",0.0269323815213376,28.5965202571824,0.0269323815213376,-0.000366068327708056,0.0332081437675855,NA,NA,"normal","bootstrap",300,6,"0.2",63,0.0260914808169586,TRUE
"HPD_L",0.0291537560746322,38.5305386174805,0.0291537560746322,0.00747995370701885,0.0409692327284477,NA,NA,"normal","bootstrap",300,84,"estimated",3,0.0260914808169586,TRUE
"HPD_L",0.0291537560746322,38.5305386174805,0.0291537560746322,0.0291537560746322,0.0593719013447704,NA,NA,"percent","bootstrap",300,84,"estimated",3,0.0260914808169586,FALSE
"HPD_L",0.0291537560746322,38.5305386174805,0.0291537560746322,-0.00106438919550609,0.0291537560746322,NA,NA,"basic","bootstrap",300,84,"estimated",3,0.0260914808169586,TRUE
"HPD_L",0.0191086975545614,43.6378239397202,0.0191086975545614,-0.0113614053082089,0.0278134426968668,NA,NA,"normal","bootstrap",300,100,"0.5",185,0.0260914808169586,TRUE
"HPD_L",0.0189810315853179,55.2739849087432,0.0235055118320285,0.0112720015821,0.0329414617909565,NA,NA,"normal","bootstrap",300,6,"0.2",124,0.0260914808169586,TRUE
"HPD_L",0.0318793909570683,32.3348670984297,0.0353917903415928,0.00984042208925162,0.0506591909662056,NA,NA,"normal","bootstrap",300,85,"estimated",64,0.0260914808169586,TRUE
"HPD_L",0.0291537560746322,38.5305386174805,0.0291537560746322,0.00633557363639397,0.041239100585705,NA,NA,"normal","bootstrap",300,100,"0.5",3,0.0260914808169586,TRUE
"HPD_L",0.0291537560746322,38.5305386174805,0.0291537560746322,0.0291537560746322,0.0590816011116063,NA,NA,"percent","bootstrap",300,100,"0.5",3,0.0260914808169586,FALSE
"HPD_L",0.0291537560746322,38.5305386174805,0.0291537560746322,-0.00077408896234199,0.0291537560746322,NA,NA,"basic","bootstrap",300,100,"0.5",3,0.0260914808169586,TRUE
"HPD_L",0.0191086975545614,43.6378239397202,0.0191086975545614,-0.00267282104354697,0.0259711867637018,NA,NA,"normal","bootstrap",300,6,"0.2",185,0.0260914808169586,FALSE
"HPD_L",0.0215874192090778,38.5539900405949,0.0298079228478891,0.00549493424422779,0.0458879805927475,NA,NA,"normal","bootstrap",300,88,"estimated",125,0.0260914808169586,TRUE
"HPD_L",0.0318793909570683,32.3348670984297,0.0353917903415928,0.0134324181415647,0.0495773980962315,NA,NA,"normal","bootstrap",300,100,"0.5",64,0.0260914808169586,TRUE
"HPD_L",0.0291537560746322,38.5305386174805,0.0291537560746322,0.0117563065113084,0.03763127746101,NA,NA,"normal","bootstrap",300,6,"0.2",3,0.0260914808169586,TRUE
"HPD_L",0.0291537560746322,38.5305386174805,0.0291537560746322,0.0291537560746322,0.0570237850506721,NA,NA,"percent","bootstrap",300,6,"0.2",3,0.0260914808169586,FALSE
"HPD_L",0.0291537560746322,38.5305386174805,0.0291537560746322,0.0012837270985922,0.0291537560746322,NA,NA,"basic","bootstrap",300,6,"0.2",3,0.0260914808169586,TRUE
"HPD_L",0.0374926399680295,31.8539670590534,0.0423425105504258,0.0265114285488479,0.0513725821371021,NA,NA,"normal","bootstrap",300,87,"estimated",186,0.0260914808169586,FALSE
"HPD_L",0.0215874192090778,38.5539900405949,0.0298079228478891,0.00552916419718139,0.0453156571318364,NA,NA,"normal","bootstrap",300,100,"0.5",125,0.0260914808169586,TRUE
"HPD_L",0.0318793909570683,32.3348670984297,0.0353917903415928,0.00917436592289124,0.0508627895061647,NA,NA,"normal","bootstrap",300,6,"0.2",64,0.0260914808169586,TRUE
"HPD_L",0.0352439287560441,46.6912486814546,0.0352439287560441,0.0193112347250579,0.0399049906123949,NA,NA,"normal","bootstrap",300,85,"estimated",4,0.0260914808169586,TRUE
"HPD_L",0.0352439287560441,46.6912486814546,0.0352439287560441,0.0352439287560441,0.0552179980462972,NA,NA,"percent","bootstrap",300,85,"estimated",4,0.0260914808169586,FALSE
"HPD_L",0.0352439287560441,46.6912486814546,0.0352439287560441,0.015269859465791,0.0352439287560441,NA,NA,"basic","bootstrap",300,85,"estimated",4,0.0260914808169586,TRUE
"HPD_L",0.0374926399680295,31.8539670590534,0.0423425105504258,0.0274608778055803,0.0516981872184902,NA,NA,"normal","bootstrap",300,100,"0.5",186,0.0260914808169586,FALSE
"HPD_L",0.0215874192090778,38.5539900405949,0.0298079228478891,0.0149354807854615,0.04117794811382,NA,NA,"normal","bootstrap",300,6,"0.2",125,0.0260914808169586,TRUE
"HPD_L",0.0170632203447115,23.1569981893077,0.0170632203447115,-0.0142943085298291,0.0298838984107711,NA,NA,"normal","bootstrap",300,84,"estimated",65,0.0260914808169586,TRUE
"HPD_L",0.0352439287560441,46.6912486814546,0.0352439287560441,0.0191456876608399,0.0407197216196734,NA,NA,"normal","bootstrap",300,100,"0.5",4,0.0260914808169586,TRUE
"HPD_L",0.0352439287560441,46.6912486814546,0.0352439287560441,0.0352439287560441,0.0551756676449368,NA,NA,"percent","bootstrap",300,100,"0.5",4,0.0260914808169586,FALSE
"HPD_L",0.0352439287560441,46.6912486814546,0.0352439287560441,0.0153121898671514,0.0352439287560441,NA,NA,"basic","bootstrap",300,100,"0.5",4,0.0260914808169586,TRUE
"HPD_L",0.0374926399680295,31.8539670590534,0.0423425105504258,0.0281954109352545,0.0494457686463864,NA,NA,"normal","bootstrap",300,6,"0.2",186,0.0260914808169586,FALSE
"HPD_L",0.0406429218130972,19.4246087696275,0.0406429218130972,0.0162202942775575,0.0498418108272027,NA,NA,"normal","bootstrap",300,79,"estimated",126,0.0260914808169586,TRUE
"HPD_L",0.0170632203447115,23.1569981893077,0.0170632203447115,-0.0102789333193319,0.026672827298614,NA,NA,"normal","bootstrap",300,100,"0.5",65,0.0260914808169586,TRUE
"HPD_L",0.0352439287560441,46.6912486814546,0.0352439287560441,0.021321531740325,0.0385045677057217,NA,NA,"normal","bootstrap",300,6,"0.2",4,0.0260914808169586,TRUE
"HPD_L",0.0352439287560441,46.6912486814546,0.0352439287560441,0.0352439287560441,0.0501896730409586,NA,NA,"percent","bootstrap",300,6,"0.2",4,0.0260914808169586,FALSE
"HPD_L",0.0352439287560441,46.6912486814546,0.0352439287560441,0.0202981844711296,0.0352439287560441,NA,NA,"basic","bootstrap",300,6,"0.2",4,0.0260914808169586,TRUE
"HPD_L",0.0153162177487781,33.0106844529061,0.0266080553419596,-0.0121761159023021,0.0486913568799743,NA,NA,"normal","bootstrap",300,83,"estimated",187,0.0260914808169586,TRUE
"HPD_L",0.0406429218130972,19.4246087696275,0.0406429218130972,0.0179638908624383,0.0488912166636522,NA,NA,"normal","bootstrap",300,100,"0.5",126,0.0260914808169586,TRUE
"HPD_L",0.0170632203447115,23.1569981893077,0.0170632203447115,-0.0105272684980968,0.0271266347816563,NA,NA,"normal","bootstrap",300,6,"0.2",65,0.0260914808169586,TRUE
"HPD_L",0.0472777281144155,54.52631023593,0.0472777281144155,0.0348644681487464,0.0510809338706249,NA,NA,"normal","bootstrap",300,90,"estimated",5,0.0260914808169586,FALSE
"HPD_L",0.0472777281144155,54.52631023593,0.0472777281144155,0.0472777281144155,0.059868182245108,NA,NA,"percent","bootstrap",300,90,"estimated",5,0.0260914808169586,FALSE
"HPD_L",0.0472777281144155,54.52631023593,0.0472777281144155,0.0346872739837229,0.0472777281144155,NA,NA,"basic","bootstrap",300,90,"estimated",5,0.0260914808169586,FALSE
"HPD_L",0.0153162177487781,33.0106844529061,0.0266080553419596,-0.0101834783596194,0.0469061722931764,NA,NA,"normal","bootstrap",300,100,"0.5",187,0.0260914808169586,TRUE
"HPD_L",0.0406429218130972,19.4246087696275,0.0406429218130972,0.0187283390381215,0.0475771017668792,NA,NA,"normal","bootstrap",300,6,"0.2",126,0.0260914808169586,TRUE
"HPD_L",0.0429808480475549,29.9745440143347,0.0561108676538177,0.0437537190289073,0.0721781160642249,NA,NA,"normal","bootstrap",300,81,"estimated",66,0.0260914808169586,FALSE
"HPD_L",0.0472777281144155,54.52631023593,0.0472777281144155,0.0351446638397551,0.0508506715849881,NA,NA,"normal","bootstrap",300,100,"0.5",5,0.0260914808169586,FALSE
"HPD_L",0.0472777281144155,54.52631023593,0.0472777281144155,0.0472777281144155,0.0606098763961411,NA,NA,"percent","bootstrap",300,100,"0.5",5,0.0260914808169586,FALSE
"HPD_L",0.0472777281144155,54.52631023593,0.0472777281144155,0.0339455798326898,0.0472777281144155,NA,NA,"basic","bootstrap",300,100,"0.5",5,0.0260914808169586,FALSE
"HPD_L",0.0153162177487781,33.0106844529061,0.0266080553419596,-0.0020985565726972,0.0432248200415765,NA,NA,"normal","bootstrap",300,6,"0.2",187,0.0260914808169586,TRUE
"HPD_L",0.0269700100193568,25.8884010191702,0.0269700100193568,0.0126390231682309,0.0320970109597005,NA,NA,"normal","bootstrap",300,91,"estimated",127,0.0260914808169586,TRUE
"HPD_L",0.0429808480475549,29.9745440143347,0.0561108676538177,0.0423047853380501,0.0716226543985895,NA,NA,"normal","bootstrap",300,100,"0.5",66,0.0260914808169586,FALSE
"HPD_L",0.0472777281144155,54.52631023593,0.0472777281144155,0.0349720120803615,0.050495429362678,NA,NA,"normal","bootstrap",300,6,"0.2",5,0.0260914808169586,FALSE
"HPD_L",0.0472777281144155,54.52631023593,0.0472777281144155,0.0472777281144155,0.0606098763961411,NA,NA,"percent","bootstrap",300,6,"0.2",5,0.0260914808169586,FALSE
"HPD_L",0.0472777281144155,54.52631023593,0.0472777281144155,0.0339455798326898,0.0472777281144155,NA,NA,"basic","bootstrap",300,6,"0.2",5,0.0260914808169586,FALSE
"HPD_L",0.0198978011426213,28.611959085681,0.0316604800865008,0.0106601289988324,0.0479004841191637,NA,NA,"normal","bootstrap",300,87,"estimated",188,0.0260914808169586,TRUE
"HPD_L",0.0269700100193568,25.8884010191702,0.0269700100193568,0.0115102630617699,0.0323529030592746,NA,NA,"normal","bootstrap",300,100,"0.5",127,0.0260914808169586,TRUE
"HPD_L",0.0429808480475549,29.9745440143347,0.0561108676538177,0.0440382060306419,0.0728024469499171,NA,NA,"normal","bootstrap",300,6,"0.2",66,0.0260914808169586,FALSE
"HPD_L",0.0224795244004645,42.2732151479401,0.0224795244004645,-0.00632768267854577,0.028560557261346,NA,NA,"normal","bootstrap",300,92,"estimated",6,0.0260914808169586,TRUE
"HPD_L",0.0224795244004645,42.2732151479401,0.0224795244004645,0.0224795244004645,0.054422370939996,NA,NA,"percent","bootstrap",300,92,"estimated",6,0.0260914808169586,TRUE
"HPD_L",0.0224795244004645,42.2732151479401,0.0224795244004645,-0.00946332213906709,0.0224795244004645,NA,NA,"basic","bootstrap",300,92,"estimated",6,0.0260914808169586,FALSE
"HPD_L",0.0198978011426213,28.611959085681,0.0316604800865008,0.0107685787613445,0.0493817814609507,NA,NA,"normal","bootstrap",300,100,"0.5",188,0.0260914808169586,TRUE
"HPD_L",0.0269700100193568,25.8884010191702,0.0269700100193568,0.0144410042508286,0.0319336594261484,NA,NA,"normal","bootstrap",300,6,"0.2",127,0.0260914808169586,TRUE
"HPD_L",0.025185589793206,26.780129306081,0.0360882022522816,0.0197193044090482,0.0528530491721266,NA,NA,"normal","bootstrap",300,89,"estimated",67,0.0260914808169586,TRUE
"HPD_L",0.0224795244004645,42.2732151479401,0.0224795244004645,-0.00864109257378541,0.0297799762483483,NA,NA,"normal","bootstrap",300,100,"0.5",6,0.0260914808169586,TRUE
"HPD_L",0.0224795244004645,42.2732151479401,0.0224795244004645,0.0224795244004645,0.0547552790055959,NA,NA,"percent","bootstrap",300,100,"0.5",6,0.0260914808169586,TRUE
"HPD_L",0.0224795244004645,42.2732151479401,0.0224795244004645,-0.00979623020466698,0.0224795244004645,NA,NA,"basic","bootstrap",300,100,"0.5",6,0.0260914808169586,FALSE
"HPD_L",0.0198978011426213,28.611959085681,0.0316604800865008,0.0127289192936713,0.0487338157400615,NA,NA,"normal","bootstrap",300,6,"0.2",188,0.0260914808169586,TRUE
"HPD_L",0.0377049928772528,57.6893987550239,0.0377049928772528,0.020066577300748,0.0433297497527671,NA,NA,"normal","bootstrap",300,96,"estimated",128,0.0260914808169586,TRUE
"HPD_L",0.025185589793206,26.780129306081,0.0360882022522816,0.0167765506186825,0.0543583287610731,NA,NA,"normal","bootstrap",300,100,"0.5",67,0.0260914808169586,TRUE
"HPD_L",0.0224795244004645,42.2732151479401,0.0224795244004645,-0.00470173127454529,0.0280379540066848,NA,NA,"normal","bootstrap",300,6,"0.2",6,0.0260914808169586,TRUE
"HPD_L",0.0224795244004645,42.2732151479401,0.0224795244004645,0.0224795244004645,0.0537006916776901,NA,NA,"percent","bootstrap",300,6,"0.2",6,0.0260914808169586,TRUE
"HPD_L",0.0224795244004645,42.2732151479401,0.0224795244004645,-0.00874164287676119,0.0224795244004645,NA,NA,"basic","bootstrap",300,6,"0.2",6,0.0260914808169586,FALSE
"HPD_L",0.0441863594423122,94.339888481058,0.0441863594423122,0.0225972695344195,0.0550539117785321,NA,NA,"normal","bootstrap",300,96,"estimated",189,0.0260914808169586,TRUE
"HPD_L",0.0377049928772528,57.6893987550239,0.0377049928772528,0.0188175558420532,0.0431036443984154,NA,NA,"normal","bootstrap",300,100,"0.5",128,0.0260914808169586,TRUE
"HPD_L",0.025185589793206,26.780129306081,0.0360882022522816,0.0231701591217386,0.0502570484440596,NA,NA,"normal","bootstrap",300,6,"0.2",67,0.0260914808169586,TRUE
"HPD_L",0.0216205395854459,35.0534808660228,0.0252777456988885,-0.00149739820045254,0.0370482783501098,NA,NA,"normal","bootstrap",300,85,"estimated",7,0.0260914808169586,TRUE
"HPD_L",0.0216205395854459,35.0534808660228,0.0252777456988885,0.0216205395854459,0.0537188686860506,NA,NA,"percent","bootstrap",300,85,"estimated",7,0.0260914808169586,TRUE
"HPD_L",0.0216205395854459,35.0534808660228,0.0252777456988885,-0.00316337728827359,0.028934951812331,NA,NA,"basic","bootstrap",300,85,"estimated",7,0.0260914808169586,TRUE
"HPD_L",0.0441863594423122,94.339888481058,0.0441863594423122,0.0231799516607807,0.0544600994991498,NA,NA,"normal","bootstrap",300,100,"0.5",189,0.0260914808169586,TRUE
"HPD_L",0.0377049928772528,57.6893987550239,0.0377049928772528,0.0170555021339944,0.0440849971674391,NA,NA,"normal","bootstrap",300,6,"0.2",128,0.0260914808169586,TRUE
"HPD_L",0.0222950050275972,41.7981052881231,0.0278282755082806,-0.0013207297239527,0.0434092166049403,NA,NA,"normal","bootstrap",300,95,"estimated",68,0.0260914808169586,TRUE
"HPD_L",0.0216205395854459,35.0534808660228,0.0252777456988885,-0.0027788730483802,0.0375573589529526,NA,NA,"normal","bootstrap",300,100,"0.5",7,0.0260914808169586,TRUE
"HPD_L",0.0216205395854459,35.0534808660228,0.0252777456988885,0.0216205395854459,0.054528756730892,NA,NA,"percent","bootstrap",300,100,"0.5",7,0.0260914808169586,TRUE
"HPD_L",0.0216205395854459,35.0534808660228,0.0252777456988885,-0.00397326533311503,0.028934951812331,NA,NA,"basic","bootstrap",300,100,"0.5",7,0.0260914808169586,TRUE
"HPD_L",0.0441863594423122,94.339888481058,0.0441863594423122,0.0258552693949401,0.0533476869861791,NA,NA,"normal","bootstrap",300,6,"0.2",189,0.0260914808169586,TRUE
"HPD_L",0.0289975179972557,57.1002476314096,0.036221635525875,0.0190523078143938,0.0498008662484104,NA,NA,"normal","bootstrap",300,84,"estimated",129,0.0260914808169586,TRUE
"HPD_L",0.0222950050275972,41.7981052881231,0.0278282755082806,-0.00244085031308453,0.042946419119453,NA,NA,"normal","bootstrap",300,100,"0.5",68,0.0260914808169586,TRUE
"HPD_L",0.0216205395854459,35.0534808660228,0.0252777456988885,0.00202942760701435,0.03644337467362,NA,NA,"normal","bootstrap",300,6,"0.2",7,0.0260914808169586,TRUE
"HPD_L",0.0216205395854459,35.0534808660228,0.0252777456988885,0.0216205395854459,0.0490043480303862,NA,NA,"percent","bootstrap",300,6,"0.2",7,0.0260914808169586,TRUE
"HPD_L",0.0216205395854459,35.0534808660228,0.0252777456988885,0.0015511433673908,0.028934951812331,NA,NA,"basic","bootstrap",300,6,"0.2",7,0.0260914808169586,TRUE
"HPD_L",0.024480481091574,27.3481093695949,0.024480481091574,-0.00771180581591681,0.0425043026311406,NA,NA,"normal","bootstrap",300,94,"estimated",190,0.0260914808169586,TRUE
"HPD_L",0.0289975179972557,57.1002476314096,0.036221635525875,0.0203366729620284,0.0492667128997918,NA,NA,"normal","bootstrap",300,100,"0.5",129,0.0260914808169586,TRUE
"HPD_L",0.0222950050275972,41.7981052881231,0.0278282755082806,0.00326982701305079,0.0429237815408698,NA,NA,"normal","bootstrap",300,6,"0.2",68,0.0260914808169586,TRUE
"HPD_L",0.0252643377958923,33.2810526675472,0.0252643377958923,-0.0078713142004276,0.0303635207942678,NA,NA,"normal","bootstrap",300,90,"estimated",8,0.0260914808169586,TRUE
"HPD_L",0.0252643377958923,33.2810526675472,0.0252643377958923,0.0252643377958923,0.0549042568712909,NA,NA,"percent","bootstrap",300,90,"estimated",8,0.0260914808169586,TRUE
"HPD_L",0.0252643377958923,33.2810526675472,0.0252643377958923,-0.00437558127950623,0.0252643377958923,NA,NA,"basic","bootstrap",300,90,"estimated",8,0.0260914808169586,FALSE
"HPD_L",0.024480481091574,27.3481093695949,0.024480481091574,-0.00665938756622116,0.0413718377106374,NA,NA,"normal","bootstrap",300,100,"0.5",190,0.0260914808169586,TRUE
"HPD_L",0.0289975179972557,57.1002476314096,0.036221635525875,0.0209656928011302,0.0486011544321128,NA,NA,"normal","bootstrap",300,6,"0.2",129,0.0260914808169586,TRUE
"HPD_L",0.0288159682588158,27.6938857673781,0.0447861190403661,0.026304063638681,0.0687514207341437,NA,NA,"normal","bootstrap",300,86,"estimated",69,0.0260914808169586,FALSE
"HPD_L",0.0252643377958923,33.2810526675472,0.0252643377958923,-0.00913612911343491,0.0319087687393721,NA,NA,"normal","bootstrap",300,100,"0.5",8,0.0260914808169586,TRUE
"HPD_L",0.0252643377958923,33.2810526675472,0.0252643377958923,0.0252643377958923,0.059437709368967,NA,NA,"percent","bootstrap",300,100,"0.5",8,0.0260914808169586,TRUE
"HPD_L",0.0252643377958923,33.2810526675472,0.0252643377958923,-0.00890903377718243,0.0252643377958923,NA,NA,"basic","bootstrap",300,100,"0.5",8,0.0260914808169586,FALSE
"HPD_L",0.024480481091574,27.3481093695949,0.024480481091574,-0.000684792056995939,0.0387318356014502,NA,NA,"normal","bootstrap",300,6,"0.2",190,0.0260914808169586,TRUE
"HPD_L",0.0324600638012994,48.565023993359,0.0377950588043388,0.00972245122380199,0.0510482844127728,NA,NA,"normal","bootstrap",300,84,"estimated",130,0.0260914808169586,TRUE
"HPD_L",0.0288159682588158,27.6938857673781,0.0447861190403661,0.0249289196373118,0.0684848469167119,NA,NA,"normal","bootstrap",300,100,"0.5",69,0.0260914808169586,TRUE
"HPD_L",0.0252643377958923,33.2810526675472,0.0252643377958923,-0.00654541395035745,0.0308065074713868,NA,NA,"normal","bootstrap",300,6,"0.2",8,0.0260914808169586,TRUE
"HPD_L",0.0252643377958923,33.2810526675472,0.0252643377958923,0.0252643377958923,0.0505967852447677,NA,NA,"percent","bootstrap",300,6,"0.2",8,0.0260914808169586,TRUE
"HPD_L",0.0252643377958923,33.2810526675472,0.0252643377958923,-6.81096529831088e-05,0.0252643377958923,NA,NA,"basic","bootstrap",300,6,"0.2",8,0.0260914808169586,FALSE
"HPD_L",0.0213903508461935,49.4393852273968,0.0226587749360742,0.0057994893329003,0.031844259670078,NA,NA,"normal","bootstrap",300,93,"estimated",191,0.0260914808169586,TRUE
"HPD_L",0.0324600638012994,48.565023993359,0.0377950588043388,0.0103236409162687,0.0498801051749395,NA,NA,"normal","bootstrap",300,100,"0.5",130,0.0260914808169586,TRUE
"HPD_L",0.0288159682588158,27.6938857673781,0.0447861190403661,0.0268674918978986,0.0678832895922123,NA,NA,"normal","bootstrap",300,6,"0.2",69,0.0260914808169586,FALSE
"HPD_L",0.0174960898048571,37.1446875787358,0.0174960898048571,-0.00861978997206002,0.0300178450944065,NA,NA,"normal","bootstrap",300,92,"estimated",9,0.0260914808169586,TRUE
"HPD_L",0.0174960898048571,37.1446875787358,0.0174960898048571,0.0174960898048571,0.049068345443153,NA,NA,"percent","bootstrap",300,92,"estimated",9,0.0260914808169586,TRUE
"HPD_L",0.0174960898048571,37.1446875787358,0.0174960898048571,-0.0140761658334388,0.0174960898048571,NA,NA,"basic","bootstrap",300,92,"estimated",9,0.0260914808169586,FALSE
"HPD_L",0.0213903508461935,49.4393852273968,0.0226587749360742,0.00662516811986382,0.030956333262438,NA,NA,"normal","bootstrap",300,100,"0.5",191,0.0260914808169586,TRUE
"HPD_L",0.0324600638012994,48.565023993359,0.0377950588043388,0.00920594155796488,0.0478967227147797,NA,NA,"normal","bootstrap",300,6,"0.2",130,0.0260914808169586,TRUE
"HPD_L",0.0207670169276506,45.7170711229785,0.0318347721521549,0.00801054047723725,0.0497119406599133,NA,NA,"normal","bootstrap",300,83,"estimated",70,0.0260914808169586,TRUE
