"quantity","min","max","point","lwr","upr","phat_lwr","phat_upr","type","method","n_boot","batch_size","nu","replicate","true_value","covers"
"HPD_L",48.7152536598795,63.7121594508105,51.4888015654083,51.1542031767545,51.8590075287764,NA,NA,"basic","bootstrap",300,104,"estimated",3,51.4778063217952,TRUE
"HPD_L",47.3492675019103,63.1936727686045,51.3296645684252,50.9008203396436,51.6305557981793,NA,NA,"normal","bootstrap",300,100,"0.5",185,51.4778063217952,TRUE
"HPD_L",48.5093444862552,62.4751882335787,51.60114008444,51.392143273757,51.9006069656695,NA,NA,"normal","bootstrap",300,6,"0.2",124,51.4778063217952,TRUE
"HPD_L",48.1380476410997,62.6651727178081,51.3786557954771,50.927308677652,51.8235740116394,NA,NA,"normal","bootstrap",300,104,"estimated",64,51.4778063217952,TRUE
"HPD_L",48.7152536598795,63.7121594508105,51.4888015654083,51.1858783815075,51.7996390800375,NA,NA,"normal","bootstrap",300,100,"0.5",3,51.4778063217952,TRUE
"HPD_L",48.7152536598795,63.7121594508105,51.4888015654083,51.1284330718164,51.8350173433657,NA,NA,"percent","bootstrap",300,100,"0.5",3,51.4778063217952,TRUE
"HPD_L",48.7152536598795,63.7121594508105,51.4888015654083,51.142585787451,51.8491700590003,NA,NA,"basic","bootstrap",300,100,"0.5",3,51.4778063217952,TRUE
"HPD_L",47.3492675019103,63.1936727686045,51.3296645684252,50.9973225564021,51.5495569583798,NA,NA,"normal","bootstrap",300,6,"0.2",185,51.4778063217952,TRUE
"HPD_L",48.9269029623679,62.2784461291567,51.624502016286,51.3523685942639,51.855680605526,NA,NA,"normal","bootstrap",300,94,"estimated",125,51.4778063217952,TRUE
"HPD_L",48.1380476410997,62.6651727178081,51.3786557954771,50.9502176363326,51.8518424211914,NA,NA,"normal","bootstrap",300,100,"0.5",64,51.4778063217952,TRUE
"HPD_L",48.7152536598795,63.7121594508105,51.4888015654083,51.2536563017049,51.7485985582284,NA,NA,"normal","bootstrap",300,6,"0.2",3,51.4778063217952,TRUE
"HPD_L",48.7152536598795,63.7121594508105,51.4888015654083,51.2838358065827,51.7311150262933,NA,NA,"percent","bootstrap",300,6,"0.2",3,51.4778063217952,TRUE
"HPD_L",48.7152536598795,63.7121594508105,51.4888015654083,51.2464881045234,51.6937673242339,NA,NA,"basic","bootstrap",300,6,"0.2",3,51.4778063217952,TRUE
"HPD_L",48.2388640663426,63.0552401611902,51.5243560868317,51.24925090155,51.6930902826284,NA,NA,"normal","bootstrap",300,100,"estimated",186,51.4778063217952,TRUE
"HPD_L",48.9269029623679,62.2784461291567,51.624502016286,51.3490730710419,51.8561561575032,NA,NA,"normal","bootstrap",300,100,"0.5",125,51.4778063217952,TRUE
"HPD_L",48.1380476410997,62.6651727178081,51.3786557954771,51.0718158316851,51.8335124888279,NA,NA,"normal","bootstrap",300,6,"0.2",64,51.4778063217952,TRUE
"HPD_L",48.3212432323445,63.0111168095621,51.290371897485,50.918078981696,51.5254437953088,NA,NA,"normal","bootstrap",300,99,"estimated",4,51.4778063217952,TRUE
"HPD_L",48.3212432323445,63.0111168095621,51.290371897485,51.1072784733009,51.6984319512876,NA,NA,"percent","bootstrap",300,99,"estimated",4,51.4778063217952,TRUE
"HPD_L",48.3212432323445,63.0111168095621,51.290371897485,50.8823118436824,51.4734653216691,NA,NA,"basic","bootstrap",300,99,"estimated",4,51.4778063217952,FALSE
"HPD_L",48.2388640663426,63.0552401611902,51.5243560868317,51.2156611727763,51.7097005548109,NA,NA,"normal","bootstrap",300,100,"0.5",186,51.4778063217952,TRUE
"HPD_L",48.9269029623679,62.2784461291567,51.624502016286,51.4317076526395,51.770198857102,NA,NA,"normal","bootstrap",300,6,"0.2",125,51.4778063217952,TRUE
"HPD_L",48.3648177486229,64.5589562195822,51.3438113965993,51.0900204536429,51.6164085840141,NA,NA,"normal","bootstrap",300,100,"estimated",65,51.4778063217952,TRUE
"HPD_L",48.3212432323445,63.0111168095621,51.290371897485,50.9009482976518,51.4696719737971,NA,NA,"normal","bootstrap",300,100,"0.5",4,51.4778063217952,FALSE
"HPD_L",48.3212432323445,63.0111168095621,51.290371897485,51.1301835493928,51.6986335157392,NA,NA,"percent","bootstrap",300,100,"0.5",4,51.4778063217952,TRUE
"HPD_L",48.3212432323445,63.0111168095621,51.290371897485,50.8821102792308,51.4505602455772,NA,NA,"basic","bootstrap",300,100,"0.5",4,51.4778063217952,FALSE
"HPD_L",48.2388640663426,63.0552401611902,51.5243560868317,51.2575162795634,51.6793402723122,NA,NA,"normal","bootstrap",300,6,"0.2",186,51.4778063217952,TRUE
"HPD_L",48.9032966672141,62.9012614219369,51.6360125295584,51.4997800753599,51.9040297334391,NA,NA,"normal","bootstrap",300,102,"estimated",126,51.4778063217952,FALSE
"HPD_L",48.3648177486229,64.5589562195822,51.3438113965993,51.0854755735323,51.616374365408,NA,NA,"normal","bootstrap",300,100,"0.5",65,51.4778063217952,TRUE
"HPD_L",48.3212432323445,63.0111168095621,51.290371897485,51.0039999587675,51.4232296481313,NA,NA,"normal","bootstrap",300,6,"0.2",4,51.4778063217952,FALSE
"HPD_L",48.3212432323445,63.0111168095621,51.290371897485,51.1676255091808,51.5794941011562,NA,NA,"percent","bootstrap",300,6,"0.2",4,51.4778063217952,TRUE
"HPD_L",48.3212432323445,63.0111168095621,51.290371897485,51.0012496938138,51.4131182857893,NA,NA,"basic","bootstrap",300,6,"0.2",4,51.4778063217952,FALSE
"HPD_L",48.2953017630019,62.1512206047765,51.9926212037397,51.7798620919949,52.2756906145342,NA,NA,"normal","bootstrap",300,95,"estimated",187,51.4778063217952,FALSE
"HPD_L",48.9032966672141,62.9012614219369,51.6360125295584,51.4631808234944,51.9133000655686,NA,NA,"normal","bootstrap",300,100,"0.5",126,51.4778063217952,TRUE
"HPD_L",48.3648177486229,64.5589562195822,51.3438113965993,51.1212964143528,51.6063127627612,NA,NA,"normal","bootstrap",300,6,"0.2",65,51.4778063217952,TRUE
"HPD_L",48.4011709553314,62.4893144492428,51.2950073856659,50.8453942137757,51.6379496735424,NA,NA,"normal","bootstrap",300,105,"estimated",5,51.4778063217952,TRUE
"HPD_L",48.4011709553314,62.4893144492428,51.2950073856659,50.9558935456978,51.7281085866714,NA,NA,"percent","bootstrap",300,105,"estimated",5,51.4778063217952,TRUE
"HPD_L",48.4011709553314,62.4893144492428,51.2950073856659,50.8619061846605,51.6341212256341,NA,NA,"basic","bootstrap",300,105,"estimated",5,51.4778063217952,TRUE
"HPD_L",48.2953017630019,62.1512206047765,51.9926212037397,51.7930482666244,52.2668387958524,NA,NA,"normal","bootstrap",300,100,"0.5",187,51.4778063217952,FALSE
"HPD_L",48.9032966672141,62.9012614219369,51.6360125295584,51.5671089583068,51.8464067908263,NA,NA,"normal","bootstrap",300,6,"0.2",126,51.4778063217952,FALSE
"HPD_L",48.5268695983395,62.1242178349015,51.3149046754614,50.9699107414456,51.509679773628,NA,NA,"normal","bootstrap",300,103,"estimated",66,51.4778063217952,TRUE
"HPD_L",48.4011709553314,62.4893144492428,51.2950073856659,50.8421420520683,51.6285283623683,NA,NA,"normal","bootstrap",300,100,"0.5",5,51.4778063217952,TRUE
"HPD_L",48.4011709553314,62.4893144492428,51.2950073856659,51.0373097531814,51.7358929537198,NA,NA,"percent","bootstrap",300,100,"0.5",5,51.4778063217952,TRUE
"HPD_L",48.4011709553314,62.4893144492428,51.2950073856659,50.8541218176121,51.5527050181505,NA,NA,"basic","bootstrap",300,100,"0.5",5,51.4778063217952,TRUE
"HPD_L",48.2953017630019,62.1512206047765,51.9926212037397,51.8190109629856,52.2239615125112,NA,NA,"normal","bootstrap",300,6,"0.2",187,51.4778063217952,FALSE
"HPD_L",49.429873224755,62.1027747513267,51.3917597357903,51.0357697892852,51.5544851311813,NA,NA,"normal","bootstrap",300,100,"estimated",127,51.4778063217952,TRUE
"HPD_L",48.5268695983395,62.1242178349015,51.3149046754614,50.9783107525922,51.5060918321643,NA,NA,"normal","bootstrap",300,100,"0.5",66,51.4778063217952,TRUE
"HPD_L",48.4011709553314,62.4893144492428,51.2950073856659,50.9246793309951,51.5826748302412,NA,NA,"normal","bootstrap",300,6,"0.2",5,51.4778063217952,TRUE
"HPD_L",48.4011709553314,62.4893144492428,51.2950073856659,51.0681322554007,51.7186884980584,NA,NA,"percent","bootstrap",300,6,"0.2",5,51.4778063217952,TRUE
"HPD_L",48.4011709553314,62.4893144492428,51.2950073856659,50.8713262732734,51.5218825159312,NA,NA,"basic","bootstrap",300,6,"0.2",5,51.4778063217952,TRUE
"HPD_L",48.6403835283943,64.1291000384851,51.048108662077,50.5470666450545,51.2504010338071,NA,NA,"normal","bootstrap",300,100,"estimated",188,51.4778063217952,FALSE
"HPD_L",49.429873224755,62.1027747513267,51.3917597357903,51.0508398214374,51.5512824316906,NA,NA,"normal","bootstrap",300,100,"0.5",127,51.4778063217952,TRUE
"HPD_L",48.5268695983395,62.1242178349015,51.3149046754614,51.0300353258368,51.4658325708095,NA,NA,"normal","bootstrap",300,6,"0.2",66,51.4778063217952,FALSE
"HPD_L",48.4822684274655,61.9584137293533,51.5848591601005,51.2690769154133,51.7315210219239,NA,NA,"normal","bootstrap",300,99,"estimated",6,51.4778063217952,TRUE
"HPD_L",48.4822684274655,61.9584137293533,51.5848591601005,51.4762741581457,51.8821882083238,NA,NA,"percent","bootstrap",300,99,"estimated",6,51.4778063217952,TRUE
"HPD_L",48.4822684274655,61.9584137293533,51.5848591601005,51.2875301118771,51.6934441620553,NA,NA,"basic","bootstrap",300,99,"estimated",6,51.4778063217952,TRUE
"HPD_L",48.6403835283943,64.1291000384851,51.048108662077,50.5962781106326,51.2310918742411,NA,NA,"normal","bootstrap",300,100,"0.5",188,51.4778063217952,FALSE
"HPD_L",49.429873224755,62.1027747513267,51.3917597357903,51.1028322753496,51.5166393237096,NA,NA,"normal","bootstrap",300,6,"0.2",127,51.4778063217952,TRUE
"HPD_L",47.7623102105523,62.0266144392726,51.434492720853,51.1156660827811,51.6808952848735,NA,NA,"normal","bootstrap",300,103,"estimated",67,51.4778063217952,TRUE
"HPD_L",48.4822684274655,61.9584137293533,51.5848591601005,51.2557941117624,51.7496925097607,NA,NA,"normal","bootstrap",300,100,"0.5",6,51.4778063217952,TRUE
"HPD_L",48.4822684274655,61.9584137293533,51.5848591601005,51.4322084113842,51.9346415713167,NA,NA,"percent","bootstrap",300,100,"0.5",6,51.4778063217952,TRUE
"HPD_L",48.4822684274655,61.9584137293533,51.5848591601005,51.2350767488843,51.7375099088167,NA,NA,"basic","bootstrap",300,100,"0.5",6,51.4778063217952,TRUE
"HPD_L",48.6403835283943,64.1291000384851,51.048108662077,50.6345685772494,51.2295607066898,NA,NA,"normal","bootstrap",300,6,"0.2",188,51.4778063217952,FALSE
"HPD_L",48.4538141000133,62.799247048667,51.3615477717747,51.0039472473829,51.585392260895,NA,NA,"normal","bootstrap",300,98,"estimated",128,51.4778063217952,TRUE
"HPD_L",47.7623102105523,62.0266144392726,51.434492720853,51.1364430904132,51.6704813225839,NA,NA,"normal","bootstrap",300,100,"0.5",67,51.4778063217952,TRUE
"HPD_L",48.4822684274655,61.9584137293533,51.5848591601005,51.3361839068312,51.7109913859558,NA,NA,"normal","bootstrap",300,6,"0.2",6,51.4778063217952,TRUE
"HPD_L",48.4822684274655,61.9584137293533,51.5848591601005,51.4936652879224,51.8445411251762,NA,NA,"percent","bootstrap",300,6,"0.2",6,51.4778063217952,FALSE
"HPD_L",48.4822684274655,61.9584137293533,51.5848591601005,51.3251771950247,51.6760530322786,NA,NA,"basic","bootstrap",300,6,"0.2",6,51.4778063217952,TRUE
"HPD_L",48.3944413771581,60.947727264883,51.4293321426085,51.0053262200664,51.9044713191818,NA,NA,"normal","bootstrap",300,95,"estimated",189,51.4778063217952,TRUE
"HPD_L",48.4538141000133,62.799247048667,51.3615477717747,50.9957960234303,51.6007250908694,NA,NA,"normal","bootstrap",300,100,"0.5",128,51.4778063217952,TRUE
"HPD_L",47.7623102105523,62.0266144392726,51.434492720853,51.1855112618177,51.6541207364117,NA,NA,"normal","bootstrap",300,6,"0.2",67,51.4778063217952,TRUE
"HPD_L",48.8598268024732,62.0035616742639,51.5278027427538,51.1084619004214,51.7613320170731,NA,NA,"normal","bootstrap",300,92,"estimated",7,51.4778063217952,TRUE
"HPD_L",48.8598268024732,62.0035616742639,51.5278027427538,51.2427550425587,51.9581530299842,NA,NA,"percent","bootstrap",300,92,"estimated",7,51.4778063217952,TRUE
"HPD_L",48.8598268024732,62.0035616742639,51.5278027427538,51.0974524555235,51.812850442949,NA,NA,"basic","bootstrap",300,92,"estimated",7,51.4778063217952,TRUE
"HPD_L",48.3944413771581,60.947727264883,51.4293321426085,51.0048943701992,51.8533603273709,NA,NA,"normal","bootstrap",300,100,"0.5",189,51.4778063217952,TRUE
"HPD_L",48.4538141000133,62.799247048667,51.3615477717747,51.0817530528014,51.53400954419,NA,NA,"normal","bootstrap",300,6,"0.2",128,51.4778063217952,TRUE
"HPD_L",48.4854790214659,61.7770815662475,51.4802530619072,51.0782395358536,51.682613178605,NA,NA,"normal","bootstrap",300,98,"estimated",68,51.4778063217952,TRUE
"HPD_L",48.8598268024732,62.0035616742639,51.5278027427538,51.0903982850726,51.752196068571,NA,NA,"normal","bootstrap",300,100,"0.5",7,51.4778063217952,TRUE
"HPD_L",48.8598268024732,62.0035616742639,51.5278027427538,51.235856068135,51.9740806489678,NA,NA,"percent","bootstrap",300,100,"0.5",7,51.4778063217952,TRUE
"HPD_L",48.8598268024732,62.0035616742639,51.5278027427538,51.0815248365399,51.8197494173726,NA,NA,"basic","bootstrap",300,100,"0.5",7,51.4778063217952,TRUE
"HPD_L",48.3944413771581,60.947727264883,51.4293321426085,51.0607202298739,51.8311681316897,NA,NA,"normal","bootstrap",300,6,"0.2",189,51.4778063217952,TRUE
"HPD_L",49.1476232749758,62.835576570476,51.6721654242609,51.4514921501954,52.0020111148953,NA,NA,"normal","bootstrap",300,95,"estimated",129,51.4778063217952,TRUE
"HPD_L",48.4854790214659,61.7770815662475,51.4802530619072,51.0762809312877,51.682927344317,NA,NA,"normal","bootstrap",300,100,"0.5",68,51.4778063217952,TRUE
"HPD_L",48.8598268024732,62.0035616742639,51.5278027427538,51.1424358635925,51.7250774402131,NA,NA,"normal","bootstrap",300,6,"0.2",7,51.4778063217952,TRUE
"HPD_L",48.8598268024732,62.0035616742639,51.5278027427538,51.2749812048291,51.9650673900444,NA,NA,"percent","bootstrap",300,6,"0.2",7,51.4778063217952,TRUE
"HPD_L",48.8598268024732,62.0035616742639,51.5278027427538,51.0905380954633,51.7806242806786,NA,NA,"basic","bootstrap",300,6,"0.2",7,51.4778063217952,TRUE
"HPD_L",47.5964625029614,62.5015950805449,51.2389891035497,50.8876937465688,51.4695714463959,NA,NA,"normal","bootstrap",300,99,"estimated",190,51.4778063217952,FALSE
"HPD_L",49.1476232749758,62.835576570476,51.6721654242609,51.4982999174071,51.9812584981175,NA,NA,"normal","bootstrap",300,100,"0.5",129,51.4778063217952,FALSE
"HPD_L",48.4854790214659,61.7770815662475,51.4802530619072,51.2172073386376,51.6109867288278,NA,NA,"normal","bootstrap",300,6,"0.2",68,51.4778063217952,TRUE
"HPD_L",47.7591251626629,62.9334275443415,51.6929506261408,51.4410609837167,51.9812363765481,NA,NA,"normal","bootstrap",300,98,"estimated",8,51.4778063217952,TRUE
"HPD_L",47.7591251626629,62.9334275443415,51.6929506261408,51.4205839740657,51.914511036161,NA,NA,"percent","bootstrap",300,98,"estimated",8,51.4778063217952,TRUE
"HPD_L",47.7591251626629,62.9334275443415,51.6929506261408,51.4713902161207,51.965317278216,NA,NA,"basic","bootstrap",300,98,"estimated",8,51.4778063217952,TRUE
"HPD_L",47.5964625029614,62.5015950805449,51.2389891035497,50.9215412719692,51.4527868818415,NA,NA,"normal","bootstrap",300,100,"0.5",190,51.4778063217952,FALSE
"HPD_L",49.1476232749758,62.835576570476,51.6721654242609,51.5192911061259,51.9447854845495,NA,NA,"normal","bootstrap",300,6,"0.2",129,51.4778063217952,FALSE
"HPD_L",47.5207767719916,62.8420590974607,51.510151710731,51.179094362283,51.6321311335858,NA,NA,"normal","bootstrap",300,100,"estimated",69,51.4778063217952,TRUE
"HPD_L",47.7591251626629,62.9334275443415,51.6929506261408,51.4554512818247,52.0086886546365,NA,NA,"normal","bootstrap",300,100,"0.5",8,51.4778063217952,TRUE
"HPD_L",47.7591251626629,62.9334275443415,51.6929506261408,51.4080698527818,51.8404492781403,NA,NA,"percent","bootstrap",300,100,"0.5",8,51.4778063217952,TRUE
"HPD_L",47.7591251626629,62.9334275443415,51.6929506261408,51.5454519741414,51.9778313994999,NA,NA,"basic","bootstrap",300,100,"0.5",8,51.4778063217952,FALSE
"HPD_L",47.5964625029614,62.5015950805449,51.2389891035497,50.9727823979893,51.3917685359587,NA,NA,"normal","bootstrap",300,6,"0.2",190,51.4778063217952,FALSE
"HPD_L",48.5653221160547,62.6958761972792,51.4350320521938,51.0779589722668,51.6596662513313,NA,NA,"normal","bootstrap",300,103,"estimated",130,51.4778063217952,TRUE
"HPD_L",47.5207767719916,62.8420590974607,51.510151710731,51.142603692544,51.6478246649074,NA,NA,"normal","bootstrap",300,100,"0.5",69,51.4778063217952,TRUE
"HPD_L",47.7591251626629,62.9334275443415,51.6929506261408,51.5023962783575,51.9830705953024,NA,NA,"normal","bootstrap",300,6,"0.2",8,51.4778063217952,FALSE
"HPD_L",47.7591251626629,62.9334275443415,51.6929506261408,51.4205839740657,51.8082659797107,NA,NA,"percent","bootstrap",300,6,"0.2",8,51.4778063217952,TRUE
"HPD_L",47.7591251626629,62.9334275443415,51.6929506261408,51.577635272571,51.965317278216,NA,NA,"basic","bootstrap",300,6,"0.2",8,51.4778063217952,FALSE
"HPD_L",48.0343177705955,62.9125099999138,51.5389143213256,51.2945925565172,52.1034801215822,NA,NA,"normal","bootstrap",300,104,"estimated",191,51.4778063217952,TRUE
"HPD_L",48.5653221160547,62.6958761972792,51.4350320521938,51.0800306260817,51.6526635315982,NA,NA,"normal","bootstrap",300,100,"0.5",130,51.4778063217952,TRUE
"HPD_L",47.5207767719916,62.8420590974607,51.510151710731,51.2334802248664,51.6102105726927,NA,NA,"normal","bootstrap",300,6,"0.2",69,51.4778063217952,TRUE
"HPD_L",47.9602790508076,62.7488012355795,51.4377195837209,51.1168219674976,51.7792546875003,NA,NA,"normal","bootstrap",300,102,"estimated",9,51.4778063217952,TRUE
"HPD_L",47.9602790508076,62.7488012355795,51.4377195837209,51.1123416184791,51.8022009206154,NA,NA,"percent","bootstrap",300,102,"estimated",9,51.4778063217952,TRUE
"HPD_L",47.9602790508076,62.7488012355795,51.4377195837209,51.0732382468265,51.7630975489628,NA,NA,"basic","bootstrap",300,102,"estimated",9,51.4778063217952,TRUE
"HPD_L",48.0343177705955,62.9125099999138,51.5389143213256,51.3160667120975,52.0700156505098,NA,NA,"normal","bootstrap",300,100,"0.5",191,51.4778063217952,TRUE
"HPD_L",48.5653221160547,62.6958761972792,51.4350320521938,51.1578779716997,51.6232162334103,NA,NA,"normal","bootstrap",300,6,"0.2",130,51.4778063217952,TRUE
"HPD_L",49.2296283845178,62.7017930210208,51.5593342516105,51.143631401592,51.8023979133257,NA,NA,"normal","bootstrap",300,95,"estimated",70,51.4778063217952,TRUE
"HPD_L",47.9602790508076,62.7488012355795,51.4377195837209,51.1212637428312,51.7463265939054,NA,NA,"normal","bootstrap",300,100,"0.5",9,51.4778063217952,TRUE
"HPD_L",47.9602790508076,62.7488012355795,51.4377195837209,51.119079695379,51.8218259360588,NA,NA,"percent","bootstrap",300,100,"0.5",9,51.4778063217952,TRUE
"HPD_L",47.9602790508076,62.7488012355795,51.4377195837209,51.0536132313831,51.7563594720629,NA,NA,"basic","bootstrap",300,100,"0.5",9,51.4778063217952,TRUE
"HPD_L",48.0343177705955,62.9125099999138,51.5389143213256,51.3425784184394,52.0270820793158,NA,NA,"normal","bootstrap",300,6,"0.2",191,51.4778063217952,TRUE
"HPD_L",48.0709576994438,63.4221020969577,51.4808685804326,51.2136957409032,51.7918488630276,NA,NA,"normal","bootstrap",300,102,"estimated",131,51.4778063217952,TRUE
"HPD_L",49.2296283845178,62.7017930210208,51.5593342516105,51.1518747176946,51.8115503637095,NA,NA,"normal","bootstrap",300,100,"0.5",70,51.4778063217952,TRUE
"HPD_L",47.9602790508076,62.7488012355795,51.4377195837209,51.1766072961688,51.714973122989,NA,NA,"normal","bootstrap",300,6,"0.2",9,51.4778063217952,TRUE
"HPD_L",47.9602790508076,62.7488012355795,51.4377195837209,51.119079695379,51.7352585388273,NA,NA,"percent","bootstrap",300,6,"0.2",9,51.4778063217952,TRUE
"HPD_L",47.9602790508076,62.7488012355795,51.4377195837209,51.1401806286146,51.7563594720629,NA,NA,"basic","bootstrap",300,6,"0.2",9,51.4778063217952,TRUE
"HPD_L",48.279257939616,61.8405452779801,51.3605393446494,50.9872920206004,51.684345457659,NA,NA,"normal","bootstrap",300,100,"estimated",192,51.4778063217952,TRUE
